Date,incident_date,incident_subcategory,incident_id,Year
2021-05-31,2021-05-31,Auto Parts,1,2021
2021-05-31,2021-05-31,From Building,1,2021
2021-05-31,2021-05-31,From Vehicle,105,2021
2021-05-31,2021-05-31,Other,21,2021
2021-05-31,2021-05-31,Shoplifting,8,2021
2021-06-01,2021-06-01,Auto Parts,4,2021
2021-06-01,2021-06-01,Bicycle,2,2021
2021-06-01,2021-06-01,From Building,2,2021
2021-06-01,2021-06-01,From Vehicle,93,2021
2021-06-01,2021-06-01,Other,25,2021
2021-06-01,2021-06-01,Shoplifting,5,2021
2021-06-02,2021-06-02,Auto Parts,6,2021
2021-06-02,2021-06-02,From Building,7,2021
2021-06-02,2021-06-02,From Vehicle,79,2021
2021-06-02,2021-06-02,Other,20,2021
2021-06-02,2021-06-02,Pickpocket,1,2021
2021-06-02,2021-06-02,Shoplifting,1,2021
2021-06-03,2021-06-03,Auto Parts,3,2021
2021-06-03,2021-06-03,Bicycle,3,2021
2021-06-03,2021-06-03,From Building,2,2021
2021-06-03,2021-06-03,From Vehicle,106,2021
2021-06-03,2021-06-03,Other,19,2021
2021-06-03,2021-06-03,Pickpocket,1,2021
2021-06-03,2021-06-03,Shoplifting,2,2021
2021-06-04,2021-06-04,Auto Parts,1,2021
2021-06-04,2021-06-04,Bicycle,2,2021
2021-06-04,2021-06-04,From Building,5,2021
2021-06-04,2021-06-04,From Vehicle,64,2021
2021-06-04,2021-06-04,Other,10,2021
2021-06-04,2021-06-04,Pickpocket,1,2021
2021-06-04,2021-06-04,Shoplifting,3,2021
2021-06-05,2021-06-05,Bicycle,3,2021
2021-06-05,2021-06-05,From Building,5,2021
2021-06-05,2021-06-05,From Vehicle,92,2021
2021-06-05,2021-06-05,Other,26,2021
2021-06-05,2021-06-05,Shoplifting,6,2021
2021-06-06,2021-06-06,Auto Parts,3,2021
2021-06-06,2021-06-06,From Building,3,2021
2021-06-06,2021-06-06,From Vehicle,83,2021
2021-06-06,2021-06-06,Other,17,2021
2021-06-06,2021-06-06,Shoplifting,6,2021
2021-06-07,2021-06-07,Auto Parts,1,2021
2021-06-07,2021-06-07,Bicycle,2,2021
2021-06-07,2021-06-07,From Building,5,2021
2021-06-07,2021-06-07,From Vehicle,76,2021
2021-06-07,2021-06-07,Other,20,2021
2021-06-07,2021-06-07,Shoplifting,4,2021
2021-06-08,2021-06-08,Auto Parts,3,2021
2021-06-08,2021-06-08,Bicycle,1,2021
2021-06-08,2021-06-08,From Building,4,2021
2021-06-08,2021-06-08,From Vehicle,71,2021
2021-06-08,2021-06-08,Other,17,2021
2021-06-08,2021-06-08,Shoplifting,4,2021
2021-06-09,2021-06-09,Auto Parts,2,2021
2021-06-09,2021-06-09,Bicycle,1,2021
2021-06-09,2021-06-09,From Building,4,2021
2021-06-09,2021-06-09,From Vehicle,88,2021
2021-06-09,2021-06-09,Other,23,2021
2021-06-09,2021-06-09,Pickpocket,1,2021
2021-06-09,2021-06-09,Shoplifting,7,2021
2021-06-10,2021-06-10,Auto Parts,2,2021
2021-06-10,2021-06-10,Bicycle,2,2021
2021-06-10,2021-06-10,From Building,1,2021
2021-06-10,2021-06-10,From Vehicle,65,2021
2021-06-10,2021-06-10,Other,12,2021
2021-06-10,2021-06-10,Pickpocket,1,2021
2021-06-10,2021-06-10,Shoplifting,8,2021
2021-06-11,2021-06-11,Auto Parts,1,2021
2021-06-11,2021-06-11,Bicycle,2,2021
2021-06-11,2021-06-11,From Building,9,2021
2021-06-11,2021-06-11,From Vehicle,58,2021
2021-06-11,2021-06-11,Other,20,2021
2021-06-11,2021-06-11,Pickpocket,1,2021
2021-06-11,2021-06-11,Shoplifting,5,2021
2021-06-12,2021-06-12,Bicycle,4,2021
2021-06-12,2021-06-12,From Building,4,2021
2021-06-12,2021-06-12,From Vehicle,59,2021
2021-06-12,2021-06-12,Other,18,2021
2021-06-12,2021-06-12,Pickpocket,5,2021
2021-06-12,2021-06-12,Shoplifting,3,2021
2021-06-13,2021-06-13,Auto Parts,1,2021
2021-06-13,2021-06-13,From Building,5,2021
2021-06-13,2021-06-13,From Vehicle,84,2021
2021-06-13,2021-06-13,Other,16,2021
2021-06-13,2021-06-13,Shoplifting,5,2021
2021-06-14,2021-06-14,From Building,4,2021
2021-06-14,2021-06-14,From Vehicle,47,2021
2021-06-14,2021-06-14,Other,19,2021
2021-06-14,2021-06-14,Shoplifting,4,2021
2021-06-15,2021-06-15,Auto Parts,1,2021
2021-06-15,2021-06-15,Bicycle,1,2021
2021-06-15,2021-06-15,From Building,3,2021
2021-06-15,2021-06-15,From Vehicle,90,2021
2021-06-15,2021-06-15,Other,12,2021
2021-06-15,2021-06-15,Pickpocket,2,2021
2021-06-15,2021-06-15,Shoplifting,8,2021
2021-06-16,2021-06-16,Auto Parts,3,2021
2021-06-16,2021-06-16,Bicycle,1,2021
2021-06-16,2021-06-16,From Building,7,2021
2021-06-16,2021-06-16,From Vehicle,69,2021
2021-06-16,2021-06-16,Other,15,2021
2021-06-16,2021-06-16,Purse Snatch,1,2021
2021-06-16,2021-06-16,Shoplifting,4,2021
2021-06-17,2021-06-17,Auto Parts,3,2021
2021-06-17,2021-06-17,Bicycle,2,2021
2021-06-17,2021-06-17,From Building,1,2021
2021-06-17,2021-06-17,From Vehicle,56,2021
2021-06-17,2021-06-17,Other,8,2021
2021-06-17,2021-06-17,Shoplifting,13,2021
2021-06-18,2021-06-18,Auto Parts,4,2021
2021-06-18,2021-06-18,Bicycle,5,2021
2021-06-18,2021-06-18,From Building,4,2021
2021-06-18,2021-06-18,From Vehicle,101,2021
2021-06-18,2021-06-18,Other,31,2021
2021-06-18,2021-06-18,Pickpocket,1,2021
2021-06-18,2021-06-18,Shoplifting,4,2021
2021-06-19,2021-06-19,Auto Parts,3,2021
2021-06-19,2021-06-19,From Building,6,2021
2021-06-19,2021-06-19,From Vehicle,79,2021
2021-06-19,2021-06-19,Other,23,2021
2021-06-19,2021-06-19,Pickpocket,2,2021
2021-06-19,2021-06-19,Shoplifting,11,2021
2021-06-20,2021-06-20,Auto Parts,1,2021
2021-06-20,2021-06-20,Bicycle,3,2021
2021-06-20,2021-06-20,From Building,6,2021
2021-06-20,2021-06-20,From Vehicle,81,2021
2021-06-20,2021-06-20,Other,30,2021
2021-06-20,2021-06-20,Pickpocket,2,2021
2021-06-20,2021-06-20,Shoplifting,3,2021
2021-06-21,2021-06-21,Auto Parts,3,2021
2021-06-21,2021-06-21,From Building,6,2021
2021-06-21,2021-06-21,From Vehicle,92,2021
2021-06-21,2021-06-21,Other,16,2021
2021-06-21,2021-06-21,Shoplifting,5,2021
2021-06-22,2021-06-22,From Building,4,2021
2021-06-22,2021-06-22,From Vehicle,87,2021
2021-06-22,2021-06-22,Other,22,2021
2021-06-22,2021-06-22,Shoplifting,4,2021
2021-06-23,2021-06-23,Auto Parts,4,2021
2021-06-23,2021-06-23,Bicycle,1,2021
2021-06-23,2021-06-23,From Building,7,2021
2021-06-23,2021-06-23,From Vehicle,90,2021
2021-06-23,2021-06-23,Other,8,2021
2021-06-23,2021-06-23,Pickpocket,1,2021
2021-06-23,2021-06-23,Shoplifting,6,2021
2021-06-24,2021-06-24,Auto Parts,1,2021
2021-06-24,2021-06-24,From Building,3,2021
2021-06-24,2021-06-24,From Vehicle,75,2021
2021-06-24,2021-06-24,Other,20,2021
2021-06-24,2021-06-24,Pickpocket,1,2021
2021-06-24,2021-06-24,Shoplifting,2,2021
2021-06-25,2021-06-25,Auto Parts,1,2021
2021-06-25,2021-06-25,From Building,4,2021
2021-06-25,2021-06-25,From Vehicle,83,2021
2021-06-25,2021-06-25,Other,21,2021
2021-06-25,2021-06-25,Shoplifting,4,2021
2021-06-26,2021-06-26,Auto Parts,5,2021
2021-06-26,2021-06-26,From Building,2,2021
2021-06-26,2021-06-26,From Vehicle,91,2021
2021-06-26,2021-06-26,Other,25,2021
2021-06-26,2021-06-26,Pickpocket,1,2021
2021-06-26,2021-06-26,Shoplifting,4,2021
2021-06-27,2021-06-27,Auto Parts,2,2021
2021-06-27,2021-06-27,Bicycle,1,2021
2021-06-27,2021-06-27,From Building,6,2021
2021-06-27,2021-06-27,From Vehicle,91,2021
2021-06-27,2021-06-27,Other,23,2021
2021-06-27,2021-06-27,Pickpocket,1,2021
2021-06-27,2021-06-27,Shoplifting,5,2021
2021-06-28,2021-06-28,Auto Parts,1,2021
2021-06-28,2021-06-28,From Building,10,2021
2021-06-28,2021-06-28,From Vehicle,118,2021
2021-06-28,2021-06-28,Other,21,2021
2021-06-28,2021-06-28,Shoplifting,6,2021
2021-06-29,2021-06-29,Auto Parts,3,2021
2021-06-29,2021-06-29,From Building,1,2021
2021-06-29,2021-06-29,From Vehicle,73,2021
2021-06-29,2021-06-29,Other,20,2021
2021-06-29,2021-06-29,Shoplifting,4,2021
2021-06-30,2021-06-30,Auto Parts,2,2021
2021-06-30,2021-06-30,Bicycle,1,2021
2021-06-30,2021-06-30,From Building,4,2021
2021-06-30,2021-06-30,From Vehicle,93,2021
2021-06-30,2021-06-30,Other,14,2021
2021-06-30,2021-06-30,Pickpocket,1,2021
2021-06-30,2021-06-30,Shoplifting,4,2021
2021-07-01,2021-07-01,Bicycle,2,2021
2021-07-01,2021-07-01,From Building,7,2021
2021-07-01,2021-07-01,From Vehicle,113,2021
2021-07-01,2021-07-01,Other,27,2021
2021-07-01,2021-07-01,Shoplifting,3,2021
2021-07-02,2021-07-02,Auto Parts,3,2021
2021-07-02,2021-07-02,Bicycle,2,2021
2021-07-02,2021-07-02,From Building,8,2021
2021-07-02,2021-07-02,From Vehicle,104,2021
2021-07-02,2021-07-02,Other,25,2021
2021-07-02,2021-07-02,Shoplifting,12,2021
2021-07-03,2021-07-03,Auto Parts,2,2021
2021-07-03,2021-07-03,Bicycle,2,2021
2021-07-03,2021-07-03,From Building,5,2021
2021-07-03,2021-07-03,From Vehicle,131,2021
2021-07-03,2021-07-03,Other,21,2021
2021-07-03,2021-07-03,Shoplifting,5,2021
2021-07-04,2021-07-04,Auto Parts,4,2021
2021-07-04,2021-07-04,Bicycle,3,2021
2021-07-04,2021-07-04,From Building,3,2021
2021-07-04,2021-07-04,From Vehicle,64,2021
2021-07-04,2021-07-04,Other,19,2021
2021-07-04,2021-07-04,Shoplifting,4,2021
2021-07-05,2021-07-05,Auto Parts,3,2021
2021-07-05,2021-07-05,From Building,9,2021
2021-07-05,2021-07-05,From Vehicle,118,2021
2021-07-05,2021-07-05,Other,25,2021
2021-07-05,2021-07-05,Shoplifting,6,2021
2021-07-06,2021-07-06,Auto Parts,2,2021
2021-07-06,2021-07-06,Bicycle,1,2021
2021-07-06,2021-07-06,From Building,7,2021
2021-07-06,2021-07-06,From Vehicle,97,2021
2021-07-06,2021-07-06,Other,15,2021
2021-07-06,2021-07-06,Shoplifting,5,2021
2021-07-07,2021-07-07,Auto Parts,1,2021
2021-07-07,2021-07-07,Bicycle,1,2021
2021-07-07,2021-07-07,From Building,4,2021
2021-07-07,2021-07-07,From Vehicle,53,2021
2021-07-07,2021-07-07,Other,24,2021
2021-07-07,2021-07-07,Shoplifting,9,2021
2021-07-08,2021-07-08,Auto Parts,4,2021
2021-07-08,2021-07-08,Bicycle,3,2021
2021-07-08,2021-07-08,From Building,3,2021
2021-07-08,2021-07-08,From Vehicle,68,2021
2021-07-08,2021-07-08,Other,22,2021
2021-07-08,2021-07-08,Pickpocket,1,2021
2021-07-08,2021-07-08,Shoplifting,3,2021
2021-07-09,2021-07-09,Auto Parts,6,2021
2021-07-09,2021-07-09,Bicycle,2,2021
2021-07-09,2021-07-09,From Building,3,2021
2021-07-09,2021-07-09,From Vehicle,63,2021
2021-07-09,2021-07-09,Other,33,2021
2021-07-09,2021-07-09,Pickpocket,3,2021
2021-07-09,2021-07-09,Shoplifting,3,2021
2021-07-10,2021-07-10,Bicycle,5,2021
2021-07-10,2021-07-10,From Building,6,2021
2021-07-10,2021-07-10,From Vehicle,67,2021
2021-07-10,2021-07-10,Other,24,2021
2021-07-10,2021-07-10,Shoplifting,9,2021
2021-07-11,2021-07-11,Auto Parts,5,2021
2021-07-11,2021-07-11,Bicycle,2,2021
2021-07-11,2021-07-11,From Building,5,2021
2021-07-11,2021-07-11,From Vehicle,92,2021
2021-07-11,2021-07-11,Other,18,2021
2021-07-11,2021-07-11,Pickpocket,1,2021
2021-07-11,2021-07-11,Shoplifting,18,2021
2021-07-12,2021-07-12,From Building,5,2021
2021-07-12,2021-07-12,From Vehicle,63,2021
2021-07-12,2021-07-12,Other,21,2021
2021-07-12,2021-07-12,Shoplifting,10,2021
2021-07-13,2021-07-13,Auto Parts,2,2021
2021-07-13,2021-07-13,Bicycle,1,2021
2021-07-13,2021-07-13,From Building,4,2021
2021-07-13,2021-07-13,From Vehicle,75,2021
2021-07-13,2021-07-13,Other,22,2021
2021-07-13,2021-07-13,Pickpocket,1,2021
2021-07-13,2021-07-13,Shoplifting,4,2021
2021-07-14,2021-07-14,Auto Parts,4,2021
2021-07-14,2021-07-14,From Building,1,2021
2021-07-14,2021-07-14,From Vehicle,81,2021
2021-07-14,2021-07-14,Other,18,2021
2021-07-14,2021-07-14,Pickpocket,2,2021
2021-07-14,2021-07-14,Shoplifting,3,2021
2021-07-15,2021-07-15,Auto Parts,1,2021
2021-07-15,2021-07-15,From Building,7,2021
2021-07-15,2021-07-15,From Vehicle,72,2021
2021-07-15,2021-07-15,Other,18,2021
2021-07-15,2021-07-15,Shoplifting,2,2021
2021-07-16,2021-07-16,Auto Parts,2,2021
2021-07-16,2021-07-16,Bicycle,1,2021
2021-07-16,2021-07-16,From Building,5,2021
2021-07-16,2021-07-16,From Vehicle,81,2021
2021-07-16,2021-07-16,Other,26,2021
2021-07-16,2021-07-16,Pickpocket,1,2021
2021-07-16,2021-07-16,Shoplifting,6,2021
2021-07-17,2021-07-17,Auto Parts,2,2021
2021-07-17,2021-07-17,Bicycle,1,2021
2021-07-17,2021-07-17,From Building,6,2021
2021-07-17,2021-07-17,From Vehicle,49,2021
2021-07-17,2021-07-17,Other,23,2021
2021-07-17,2021-07-17,Pickpocket,1,2021
2021-07-17,2021-07-17,Shoplifting,8,2021
2021-07-18,2021-07-18,Auto Parts,2,2021
2021-07-18,2021-07-18,Bicycle,3,2021
2021-07-18,2021-07-18,From Building,7,2021
2021-07-18,2021-07-18,From Vehicle,58,2021
2021-07-18,2021-07-18,Other,16,2021
2021-07-18,2021-07-18,Shoplifting,5,2021
2021-07-19,2021-07-19,Auto Parts,3,2021
2021-07-19,2021-07-19,Bicycle,2,2021
2021-07-19,2021-07-19,From Building,3,2021
2021-07-19,2021-07-19,From Vehicle,73,2021
2021-07-19,2021-07-19,Other,27,2021
2021-07-19,2021-07-19,Shoplifting,4,2021
2021-07-20,2021-07-20,Auto Parts,6,2021
2021-07-20,2021-07-20,Bicycle,1,2021
2021-07-20,2021-07-20,From Building,3,2021
2021-07-20,2021-07-20,From Vehicle,67,2021
2021-07-20,2021-07-20,Other,15,2021
2021-07-20,2021-07-20,Pickpocket,2,2021
2021-07-20,2021-07-20,Shoplifting,8,2021
2021-07-21,2021-07-21,Auto Parts,6,2021
2021-07-21,2021-07-21,Bicycle,1,2021
2021-07-21,2021-07-21,From Building,9,2021
2021-07-21,2021-07-21,From Vehicle,56,2021
2021-07-21,2021-07-21,Other,17,2021
2021-07-21,2021-07-21,Shoplifting,6,2021
2021-07-22,2021-07-22,Auto Parts,3,2021
2021-07-22,2021-07-22,Bicycle,4,2021
2021-07-22,2021-07-22,From Building,7,2021
2021-07-22,2021-07-22,From Vehicle,52,2021
2021-07-22,2021-07-22,Other,19,2021
2021-07-22,2021-07-22,Pickpocket,1,2021
2021-07-22,2021-07-22,Shoplifting,12,2021
2021-07-23,2021-07-23,Auto Parts,1,2021
2021-07-23,2021-07-23,Bicycle,2,2021
2021-07-23,2021-07-23,From Building,2,2021
2021-07-23,2021-07-23,From Vehicle,59,2021
2021-07-23,2021-07-23,Other,31,2021
2021-07-23,2021-07-23,Shoplifting,3,2021
2021-07-24,2021-07-24,Auto Parts,3,2021
2021-07-24,2021-07-24,Bicycle,2,2021
2021-07-24,2021-07-24,From Building,8,2021
2021-07-24,2021-07-24,From Vehicle,48,2021
2021-07-24,2021-07-24,Other,30,2021
2021-07-24,2021-07-24,Pickpocket,1,2021
2021-07-24,2021-07-24,Shoplifting,1,2021
2021-07-25,2021-07-25,Bicycle,1,2021
2021-07-25,2021-07-25,From Building,2,2021
2021-07-25,2021-07-25,From Vehicle,55,2021
2021-07-25,2021-07-25,Other,20,2021
2021-07-25,2021-07-25,Shoplifting,6,2021
2021-07-26,2021-07-26,Bicycle,1,2021
2021-07-26,2021-07-26,From Building,3,2021
2021-07-26,2021-07-26,From Vehicle,57,2021
2021-07-26,2021-07-26,Other,22,2021
2021-07-26,2021-07-26,Shoplifting,9,2021
2021-07-27,2021-07-27,Auto Parts,3,2021
2021-07-27,2021-07-27,From Building,5,2021
2021-07-27,2021-07-27,From Vehicle,65,2021
2021-07-27,2021-07-27,Other,20,2021
2021-07-27,2021-07-27,Shoplifting,8,2021
2021-07-28,2021-07-28,Auto Parts,1,2021
2021-07-28,2021-07-28,From Building,4,2021
2021-07-28,2021-07-28,From Vehicle,55,2021
2021-07-28,2021-07-28,Other,22,2021
2021-07-28,2021-07-28,Pickpocket,1,2021
2021-07-28,2021-07-28,Shoplifting,6,2021
2021-07-29,2021-07-29,Auto Parts,3,2021
2021-07-29,2021-07-29,Bicycle,3,2021
2021-07-29,2021-07-29,From Building,3,2021
2021-07-29,2021-07-29,From Vehicle,48,2021
2021-07-29,2021-07-29,Other,10,2021
2021-07-29,2021-07-29,Shoplifting,2,2021
2021-07-30,2021-07-30,Auto Parts,2,2021
2021-07-30,2021-07-30,Bicycle,1,2021
2021-07-30,2021-07-30,From Building,5,2021
2021-07-30,2021-07-30,From Vehicle,65,2021
2021-07-30,2021-07-30,Other,24,2021
2021-07-30,2021-07-30,Pickpocket,1,2021
2021-07-30,2021-07-30,Shoplifting,5,2021
2021-07-31,2021-07-31,Auto Parts,4,2021
2021-07-31,2021-07-31,From Building,3,2021
2021-07-31,2021-07-31,From Vehicle,55,2021
2021-07-31,2021-07-31,Other,20,2021
2021-07-31,2021-07-31,Shoplifting,3,2021
2021-08-01,2021-08-01,Bicycle,2,2021
2021-08-01,2021-08-01,From Building,5,2021
2021-08-01,2021-08-01,From Vehicle,53,2021
2021-08-01,2021-08-01,Other,31,2021
2021-08-01,2021-08-01,Pickpocket,1,2021
2021-08-01,2021-08-01,Shoplifting,4,2021
2021-08-02,2021-08-02,Auto Parts,3,2021
2021-08-02,2021-08-02,From Building,3,2021
2021-08-02,2021-08-02,From Vehicle,45,2021
2021-08-02,2021-08-02,Other,22,2021
2021-08-02,2021-08-02,Shoplifting,8,2021
2021-08-03,2021-08-03,Auto Parts,2,2021
2021-08-03,2021-08-03,Bicycle,5,2021
2021-08-03,2021-08-03,From Building,3,2021
2021-08-03,2021-08-03,From Vehicle,50,2021
2021-08-03,2021-08-03,Other,16,2021
2021-08-03,2021-08-03,Pickpocket,1,2021
2021-08-03,2021-08-03,Shoplifting,2,2021
2021-08-04,2021-08-04,Auto Parts,2,2021
2021-08-04,2021-08-04,Bicycle,1,2021
2021-08-04,2021-08-04,From Building,6,2021
2021-08-04,2021-08-04,From Vehicle,57,2021
2021-08-04,2021-08-04,Other,15,2021
2021-08-04,2021-08-04,Shoplifting,5,2021
2021-08-05,2021-08-05,Auto Parts,3,2021
2021-08-05,2021-08-05,From Building,1,2021
2021-08-05,2021-08-05,From Vehicle,61,2021
2021-08-05,2021-08-05,Other,17,2021
2021-08-05,2021-08-05,Shoplifting,5,2021
2021-08-06,2021-08-06,Auto Parts,5,2021
2021-08-06,2021-08-06,Bicycle,1,2021
2021-08-06,2021-08-06,From Building,3,2021
2021-08-06,2021-08-06,From Vehicle,62,2021
2021-08-06,2021-08-06,Other,17,2021
2021-08-06,2021-08-06,Shoplifting,7,2021
2021-08-07,2021-08-07,Auto Parts,3,2021
2021-08-07,2021-08-07,Bicycle,2,2021
2021-08-07,2021-08-07,From Building,3,2021
2021-08-07,2021-08-07,From Vehicle,66,2021
2021-08-07,2021-08-07,Other,17,2021
2021-08-07,2021-08-07,Pickpocket,2,2021
2021-08-07,2021-08-07,Shoplifting,5,2021
2021-08-08,2021-08-08,Bicycle,1,2021
2021-08-08,2021-08-08,From Building,3,2021
2021-08-08,2021-08-08,From Vehicle,71,2021
2021-08-08,2021-08-08,Other,24,2021
2021-08-08,2021-08-08,Purse Snatch,1,2021
2021-08-08,2021-08-08,Shoplifting,7,2021
2021-08-09,2021-08-09,Auto Parts,2,2021
2021-08-09,2021-08-09,Bicycle,2,2021
2021-08-09,2021-08-09,From Building,3,2021
2021-08-09,2021-08-09,From Vehicle,55,2021
2021-08-09,2021-08-09,Other,15,2021
2021-08-09,2021-08-09,Pickpocket,1,2021
2021-08-09,2021-08-09,Shoplifting,6,2021
2021-08-10,2021-08-10,Auto Parts,4,2021
2021-08-10,2021-08-10,Bicycle,2,2021
2021-08-10,2021-08-10,From Building,8,2021
2021-08-10,2021-08-10,From Vehicle,76,2021
2021-08-10,2021-08-10,Other,13,2021
2021-08-10,2021-08-10,Pickpocket,1,2021
2021-08-10,2021-08-10,Shoplifting,4,2021
2021-08-11,2021-08-11,Auto Parts,5,2021
2021-08-11,2021-08-11,Bicycle,4,2021
2021-08-11,2021-08-11,From Building,1,2021
2021-08-11,2021-08-11,From Vehicle,44,2021
2021-08-11,2021-08-11,Other,21,2021
2021-08-11,2021-08-11,Shoplifting,5,2021
2021-08-12,2021-08-12,Auto Parts,2,2021
2021-08-12,2021-08-12,From Building,5,2021
2021-08-12,2021-08-12,From Vehicle,68,2021
2021-08-12,2021-08-12,Other,14,2021
2021-08-12,2021-08-12,Shoplifting,6,2021
2021-08-13,2021-08-13,Auto Parts,5,2021
2021-08-13,2021-08-13,Bicycle,1,2021
2021-08-13,2021-08-13,From Building,2,2021
2021-08-13,2021-08-13,From Vehicle,46,2021
2021-08-13,2021-08-13,Other,31,2021
2021-08-13,2021-08-13,Shoplifting,6,2021
2021-08-14,2021-08-14,Auto Parts,2,2021
2021-08-14,2021-08-14,From Building,7,2021
2021-08-14,2021-08-14,From Vehicle,63,2021
2021-08-14,2021-08-14,Other,17,2021
2021-08-14,2021-08-14,Shoplifting,5,2021
2021-08-15,2021-08-15,Auto Parts,1,2021
2021-08-15,2021-08-15,Bicycle,2,2021
2021-08-15,2021-08-15,From Building,8,2021
2021-08-15,2021-08-15,From Vehicle,55,2021
2021-08-15,2021-08-15,Other,24,2021
2021-08-15,2021-08-15,Pickpocket,2,2021
2021-08-15,2021-08-15,Shoplifting,8,2021
2021-08-16,2021-08-16,Auto Parts,2,2021
2021-08-16,2021-08-16,Bicycle,2,2021
2021-08-16,2021-08-16,From Building,9,2021
2021-08-16,2021-08-16,From Vehicle,49,2021
2021-08-16,2021-08-16,Other,15,2021
2021-08-16,2021-08-16,Pickpocket,1,2021
2021-08-16,2021-08-16,Purse Snatch,2,2021
2021-08-16,2021-08-16,Shoplifting,11,2021
2021-08-17,2021-08-17,Auto Parts,2,2021
2021-08-17,2021-08-17,Bicycle,1,2021
2021-08-17,2021-08-17,From Building,3,2021
2021-08-17,2021-08-17,From Vehicle,53,2021
2021-08-17,2021-08-17,Other,22,2021
2021-08-17,2021-08-17,Pickpocket,1,2021
2021-08-17,2021-08-17,Shoplifting,9,2021
2021-08-18,2021-08-18,Auto Parts,1,2021
2021-08-18,2021-08-18,Bicycle,1,2021
2021-08-18,2021-08-18,From Building,4,2021
2021-08-18,2021-08-18,From Vehicle,59,2021
2021-08-18,2021-08-18,Other,18,2021
2021-08-18,2021-08-18,Shoplifting,2,2021
2021-08-19,2021-08-19,Auto Parts,1,2021
2021-08-19,2021-08-19,From Building,5,2021
2021-08-19,2021-08-19,From Vehicle,50,2021
2021-08-19,2021-08-19,Other,19,2021
2021-08-19,2021-08-19,Purse Snatch,1,2021
2021-08-19,2021-08-19,Shoplifting,5,2021
2021-08-20,2021-08-20,Auto Parts,3,2021
2021-08-20,2021-08-20,Bicycle,1,2021
2021-08-20,2021-08-20,From Building,3,2021
2021-08-20,2021-08-20,From Vehicle,50,2021
2021-08-20,2021-08-20,Other,24,2021
2021-08-20,2021-08-20,Pickpocket,1,2021
2021-08-20,2021-08-20,Purse Snatch,1,2021
2021-08-20,2021-08-20,Shoplifting,9,2021
2021-08-21,2021-08-21,Auto Parts,5,2021
2021-08-21,2021-08-21,Bicycle,2,2021
2021-08-21,2021-08-21,From Building,6,2021
2021-08-21,2021-08-21,From Vehicle,51,2021
2021-08-21,2021-08-21,Other,21,2021
2021-08-21,2021-08-21,Pickpocket,3,2021
2021-08-21,2021-08-21,Shoplifting,7,2021
2021-08-22,2021-08-22,Auto Parts,2,2021
2021-08-22,2021-08-22,From Building,5,2021
2021-08-22,2021-08-22,From Vehicle,99,2021
2021-08-22,2021-08-22,Other,22,2021
2021-08-22,2021-08-22,Pickpocket,2,2021
2021-08-22,2021-08-22,Shoplifting,6,2021
2021-08-23,2021-08-23,Auto Parts,2,2021
2021-08-23,2021-08-23,From Building,7,2021
2021-08-23,2021-08-23,From Vehicle,64,2021
2021-08-23,2021-08-23,Other,13,2021
2021-08-23,2021-08-23,Pickpocket,1,2021
2021-08-23,2021-08-23,Shoplifting,5,2021
2021-08-24,2021-08-24,Auto Parts,2,2021
2021-08-24,2021-08-24,Bicycle,1,2021
2021-08-24,2021-08-24,From Building,3,2021
2021-08-24,2021-08-24,From Vehicle,44,2021
2021-08-24,2021-08-24,Other,12,2021
2021-08-24,2021-08-24,Shoplifting,7,2021
2021-08-25,2021-08-25,Auto Parts,4,2021
2021-08-25,2021-08-25,Bicycle,1,2021
2021-08-25,2021-08-25,From Building,4,2021
2021-08-25,2021-08-25,From Vehicle,58,2021
2021-08-25,2021-08-25,Other,25,2021
2021-08-25,2021-08-25,Shoplifting,9,2021
2021-08-26,2021-08-26,Auto Parts,1,2021
2021-08-26,2021-08-26,Bicycle,1,2021
2021-08-26,2021-08-26,From Building,3,2021
2021-08-26,2021-08-26,From Vehicle,47,2021
2021-08-26,2021-08-26,Other,19,2021
2021-08-27,2021-08-27,Auto Parts,2,2021
2021-08-27,2021-08-27,Bicycle,4,2021
2021-08-27,2021-08-27,From Building,7,2021
2021-08-27,2021-08-27,From Vehicle,66,2021
2021-08-27,2021-08-27,Other,31,2021
2021-08-27,2021-08-27,Pickpocket,2,2021
2021-08-27,2021-08-27,Shoplifting,5,2021
2021-08-28,2021-08-28,Auto Parts,4,2021
2021-08-28,2021-08-28,From Building,3,2021
2021-08-28,2021-08-28,From Vehicle,74,2021
2021-08-28,2021-08-28,Other,22,2021
2021-08-28,2021-08-28,Shoplifting,11,2021
2021-08-29,2021-08-29,Auto Parts,1,2021
2021-08-29,2021-08-29,Bicycle,2,2021
2021-08-29,2021-08-29,From Building,1,2021
2021-08-29,2021-08-29,From Vehicle,39,2021
2021-08-29,2021-08-29,Other,12,2021
2021-08-29,2021-08-29,Pickpocket,1,2021
2021-08-29,2021-08-29,Shoplifting,8,2021
2021-08-30,2021-08-30,Auto Parts,5,2021
2021-08-30,2021-08-30,Bicycle,3,2021
2021-08-30,2021-08-30,From Building,7,2021
2021-08-30,2021-08-30,From Vehicle,62,2021
2021-08-30,2021-08-30,Other,14,2021
2021-08-30,2021-08-30,Shoplifting,2,2021
2021-08-31,2021-08-31,Auto Parts,3,2021
2021-08-31,2021-08-31,Bicycle,2,2021
2021-08-31,2021-08-31,From Building,1,2021
2021-08-31,2021-08-31,From Vehicle,56,2021
2021-08-31,2021-08-31,Other,22,2021
